age,background,experience,schedule,howlong,total_lift,gender_male,BMI,diet,experience_level
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1058.0,1,27.435720844811755,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1362.0,1,26.828775510204082,normal diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1160.0,1,24.021193771626297,normal diet,Expert
27.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,1250.0,1,25.370015593673426,normal diet,Expert
35.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1350.0,1,27.194009125173576,normal diet,Expert
41.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,1355.0,1,31.008191556395715,normal diet,Expert
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1345.0,1,29.34234429065744,normal diet,Professional
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1492.0,1,25.765817901234566,normal diet,Professional
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1280.0,1,31.008191556395715,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1385.0,1,27.092670973490755,normal diet,Expert
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1515.0,1,38.44979591836735,normal diet,Expert
19.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,1500.0,1,25.724338525051603,strict diet,Professional
26.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1119.0,1,26.120355555555555,strict diet,Professional
45.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1225.0,1,25.102162269390995,normal diet,Professional
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1165.0,1,24.389795918367348,normal diet,Amateur
33.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1525.0,1,29.834104938271604,normal diet,Expert
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1415.0,1,28.65872131877924,normal diet,Expert
30.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,1455.0,1,28.114864864864863,normal diet,Expert
37.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,1040.0,1,24.363579080025204,normal diet,Expert
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1090.0,1,24.954211300147026,strict diet,Professional
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1224.0,1,25.804054054054053,normal diet,Professional
31.0,No or minimal sports,Advanced (Trainer/Courses),Other,4+ years|,1425.0,1,27.751834953382264,normal diet,Expert
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1220.0,1,29.983138266217022,normal diet,Professional
45.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1130.0,1,27.60135135135135,normal diet,Professional
26.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,1180.0,1,25.620444444444445,normal diet,Expert
30.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1015.0,1,33.96135265700483,normal diet,Amateur
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1595.0,1,30.406574394463668,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1342.0,1,27.043535372490147,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1310.0,1,28.24265381083563,normal diet,Professional
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1222.0,1,26.31756756756757,normal diet,Professional
40.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1305.0,1,25.101869355177485,normal diet,Professional
29.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|2-4 years|,1420.0,1,30.81081081081081,normal diet,Amateur
43.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,1030.0,1,21.299342105263158,strict diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1306.0,1,26.309645800846514,strict diet,Expert
32.0,Professional sports,Beginner with coach,Single workout per day,2-4 years|,1202.0,1,24.544336441182306,normal diet,Professional
41.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1368.0,1,26.172646604938272,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,975.0,1,27.121913580246915,normal diet,Expert
31.0,Recreational or educational sports,Beginner without coach,Other,6-12 months|2-4 years|,1069.0,1,24.80655324511657,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1105.0,1,23.625288804872927,normal diet,Expert
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1345.0,1,25.6935553633218,no diet,Expert
31.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1467.0,1,28.342399691358025,normal diet,Professional
29.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1350.0,1,27.799961419753085,normal diet,Professional
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1045.0,1,25.087770061728396,strict diet,Professional
27.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1155.0,1,28.47800925925926,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1875.0,1,31.00112591480578,strict diet,Professional
43.0,Professional sports,Beginner with coach,Single workout per day,2-4 years|,1180.0,1,28.749228395061728,normal diet,Professional
41.0,Recreational or educational sports,Beginner with coach,Single workout per day,4+ years|,1030.0,1,27.043535372490147,normal diet,Expert
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1110.0,1,25.824489795918367,no diet,Expert
27.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,1090.0,1,23.73167438271605,normal diet,Professional
45.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,1130.0,1,25.102162269390995,normal diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,1-2 years|,1191.0,1,24.363579080025204,no diet,Amateur
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1100.0,1,25.765817901234566,normal diet,Professional
28.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1407.0,1,28.12,normal diet,Amateur
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1475.0,1,33.22434413580247,normal diet,Expert
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1245.0,1,25.087770061728396,normal diet,Expert
39.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,6-12 months|1-2 years|,1330.0,1,26.383936948770877,normal diet,Amateur
35.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1010.0,1,31.56326530612245,normal diet,Amateur
32.0,Recreational or educational sports,Beginner without coach,Other,4+ years|,1350.0,1,25.620444444444445,normal diet,Expert
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|4+ years|,1320.0,1,26.44386574074074,strict diet,Professional
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1125.0,1,25.55921052631579,normal diet,Professional
35.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,4+ years|,1385.0,1,28.35034656584751,normal diet,Expert
31.0,No or minimal sports,Beginner with coach,Single workout per day,1-2 years|,885.0,1,24.325259515570934,normal diet,Amateur
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1326.0,1,27.307374741977856,normal diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1305.0,1,26.245333333333335,normal diet,Professional
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1350.0,1,28.5,no diet,Expert
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1087.0,1,24.668981047100768,normal diet,Amateur
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1280.0,1,23.73167438271605,normal diet,Expert
30.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,1230.0,1,31.56326530612245,no diet,Professional
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1298.0,1,24.932820416588477,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1300.0,1,30.537981733125417,no diet,Expert
39.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1220.0,1,25.7905325443787,normal diet,Amateur
37.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1213.0,1,11.208251150558842,normal diet,Amateur
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1240.0,1,27.799961419753085,normal diet,Expert
36.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1129.0,1,28.342399691358025,normal diet,Professional
39.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,940.0,1,23.10810810810811,no diet,Professional
40.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1255.0,1,26.541836734693877,normal diet,Expert
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1378.0,1,33.22306238185255,no diet,Professional
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1105.0,1,28.0550304557866,no diet,Amateur
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1374.0,1,26.308256172839506,normal diet,Expert
28.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1050.0,1,22.31303312834755,no diet,Professional
42.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1180.0,1,26.62285586990421,normal diet,Expert
25.0,Professional sports,Advanced (Trainer/Courses),Other,2-4 years|,1450.0,1,24.95216049382716,normal diet,Professional
38.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1175.0,1,30.22477166406772,normal diet,Expert
34.0,No or minimal sports,Advanced (Trainer/Courses),Other,4+ years|,1470.0,1,28.0550304557866,normal diet,Expert
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1367.0,1,12.338367346938776,normal diet,Amateur
29.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1605.0,1,26.172646604938272,normal diet,Professional
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1170.0,1,24.995555555555555,normal diet,Expert
29.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1065.0,1,22.51644736842105,normal diet,Professional
46.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,1150.0,1,26.12009757928317,no diet,Professional
35.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,825.0,1,22.094285714285714,strict diet,Amateur
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1331.0,1,27.528742283950617,normal diet,Amateur
40.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1295.0,1,32.99795918367347,normal diet,Professional
31.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1195.0,1,27.259183673469387,normal diet,Professional
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1350.0,1,26.622485207100592,normal diet,Professional
35.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1240.0,1,28.793320730938877,normal diet,Professional
22.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1350.0,1,24.363579080025204,no diet,Amateur
31.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1410.0,1,27.194009125173576,strict diet,Professional
34.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1205.0,1,25.83983069725997,no diet,Expert
32.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1545.0,1,32.730452216529294,normal diet,Amateur
26.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1475.0,1,28.5885736956953,normal diet,Expert
32.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,895.0,1,22.394519937625308,no diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1200.0,1,25.84015963032976,strict diet,Professional
35.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1090.0,1,21.14167966139452,normal diet,Expert
44.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,955.0,1,25.765817901234566,normal diet,Expert
46.0,Professional sports,Beginner with coach,Multiple workouts per day,1-2 years|,1140.0,1,25.541522491349482,strict diet,Amateur
35.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,1-2 years|,1365.0,1,29.834104938271604,normal diet,Amateur
37.0,Recreational or educational sports,Beginner without coach,Single workout per day,1-2 years|,1000.0,1,25.492494518468543,no diet,Amateur
31.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,845.0,1,21.611494764981064,no diet,Professional
35.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,1125.0,1,25.107142857142858,strict diet,Professional
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1460.0,1,27.62828947368421,normal diet,Professional
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1245.0,1,24.62932525951557,normal diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1245.0,1,28.342399691358025,no diet,Professional
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1325.0,1,35.86734693877551,normal diet,Expert
34.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,920.0,1,24.40972222222222,normal diet,Professional
46.0,Recreational or educational sports,Beginner with coach,Other,4+ years|,975.0,1,23.625288804872927,strict diet,Expert
33.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1255.0,1,33.22434413580247,normal diet,Professional
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1050.0,1,23.565095155709344,no diet,Expert
27.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1169.0,1,25.358989197530864,normal diet,Professional
40.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,1127.0,1,25.064740101332333,normal diet,Amateur
30.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1487.0,1,30.68042055147788,normal diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1260.0,1,27.092670973490755,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1246.0,1,24.69214876033058,normal diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|4+ years|,1155.0,1,27.043535372490147,no diet,Professional
38.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,1275.0,1,29.08863684099979,no diet,Professional
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1040.0,1,22.886998529720646,strict diet,Expert
34.0,No or minimal sports,Advanced (Trainer/Courses),Other,4+ years|,1105.0,1,23.085944830174515,normal diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,954.0,1,25.085423875432525,normal diet,Professional
35.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1225.0,1,26.254897959183673,normal diet,Expert
36.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1290.0,1,27.121913580246915,normal diet,Professional
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1190.0,1,28.188906215192695,no diet,Amateur
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1367.0,1,27.3659169550173,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1162.0,1,27.822015570934255,normal diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1390.0,1,26.532894736842106,normal diet,Amateur
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1555.0,1,27.439294426721712,normal diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1340.0,1,30.537981733125417,strict diet,Professional
29.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1124.0,1,25.085423875432525,normal diet,Amateur
34.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1295.0,1,26.541836734693877,normal diet,Professional
30.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1245.0,1,31.19020061728395,normal diet,Professional
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1546.0,1,28.5885736956953,normal diet,Professional
32.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1260.0,1,27.194009125173576,normal diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1680.0,1,36.900634765625,normal diet,Professional
35.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1300.0,1,29.494377162629757,normal diet,Professional
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,960.0,1,27.454437869822485,normal diet,Professional
27.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1125.0,1,25.41891891891892,normal diet,Expert
24.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,1297.0,1,24.404879984130133,no diet,Expert
32.0,No or minimal sports,Beginner with coach,Single workout per day,2-4 years|,1168.0,1,11.047142857142857,no diet,Professional
29.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1190.0,1,24.668981047100768,normal diet,Expert
34.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1430.0,1,26.398367346938777,normal diet,Expert
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1260.0,1,24.530762167125804,normal diet,Professional
27.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1180.0,1,24.342105263157894,normal diet,Professional
43.0,No or minimal sports,Beginner with coach,Multiple workouts per day,2-4 years|,1110.0,1,29.841632653061225,normal diet,Professional
43.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1050.0,1,26.357270382860545,normal diet,Expert
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1422.0,1,28.601973684210527,normal diet,Professional
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1316.0,1,27.669982698961938,normal diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1395.0,1,30.68042055147788,normal diet,Professional
46.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,920.0,1,23.867283950617285,no diet,Professional
32.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,1-2 years|,1224.0,1,30.68042055147788,normal diet,Amateur
23.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1010.0,1,27.194009125173576,strict diet,Amateur
42.0,Recreational or educational sports,Beginner without coach,Single workout per day,4+ years|,1170.0,1,27.96697316569713,normal diet,Expert
40.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1058.0,1,12.466695501730104,strict diet,Expert
35.0,No or minimal sports,Beginner with coach,Single workout per day,4+ years|,1395.0,1,30.34152749108651,normal diet,Expert
40.0,Recreational or educational sports,Beginner with coach,Single workout per day,Less than 6 months|2-4 years|,871.0,1,27.259183673469387,normal diet,Professional
41.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1067.0,1,25.101869355177485,normal diet,Expert
37.0,Recreational or educational sports,Beginner with coach,Other,1-2 years|,1357.0,1,26.31756756756757,normal diet,Amateur
32.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1310.0,1,24.800900731844624,no diet,Amateur
34.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1208.0,1,10.631379962192817,normal diet,Professional
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1390.0,1,30.34152749108651,normal diet,Professional
25.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1000.0,1,25.845588235294116,normal diet,Professional
33.0,Recreational or educational sports,Beginner with coach,Single workout per day,1-2 years|,1010.0,1,25.845588235294116,normal diet,Amateur
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1600.0,1,25.033783783783782,strict diet,Expert
31.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,2-4 years|,1050.0,1,24.820204081632653,normal diet,Professional
38.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1160.0,1,26.915096211069233,strict diet,Expert
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1430.0,1,28.971931387836936,normal diet,Expert
39.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1067.0,1,24.658895190086117,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1320.0,1,25.394081632653062,normal diet,Expert
33.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1180.0,1,24.676734693877552,normal diet,Expert
43.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,1370.0,1,25.675675675675677,normal diet,Expert
34.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1020.0,1,23.625288804872927,normal diet,Expert
42.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,2-4 years|,1150.0,1,25.765817901234566,normal diet,Professional
23.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1455.0,1,28.971931387836936,normal diet,Professional
29.0,Recreational or educational sports,Beginner with coach,Other,2-4 years|,1315.0,1,27.976530612244897,normal diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1010.0,1,22.955102040816328,normal diet,Expert
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1098.0,1,22.14870825456837,normal diet,Expert
40.0,Recreational or educational sports,Beginner with coach,Multiple workouts per day,4+ years|,1301.0,1,25.213410559144577,normal diet,Expert
29.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1040.0,1,25.98781768536022,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,1-2 years|,950.0,1,24.995555555555555,normal diet,Amateur
34.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,970.0,1,23.01031541360841,normal diet,Professional
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1340.0,1,28.43014705882353,no diet,Professional
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1120.0,1,23.490755179327245,normal diet,Expert
37.0,Recreational or educational sports,Beginner without coach,Multiple workouts per day,4+ years|,1195.0,1,26.757785467128027,no diet,Expert
34.0,No or minimal sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1295.0,1,27.31674018063432,normal diet,Expert
35.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,6-12 months|1-2 years|,1265.0,1,25.087770061728396,normal diet,Amateur
31.0,Professional sports,Beginner without coach,Multiple workouts per day,2-4 years|,1532.0,1,30.84591836734694,normal diet,Professional
34.0,Professional sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1312.0,1,28.243243243243242,normal diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1300.0,1,23.625288804872927,no diet,Expert
27.0,Recreational or educational sports,Beginner with coach,Single workout per day,2-4 years|,1315.0,1,28.126081314878892,normal diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,1-2 years|,1118.0,1,23.77294685990338,normal diet,Amateur
40.0,Recreational or educational sports,Beginner with coach,Other,4+ years|,1087.0,1,23.672448979591838,normal diet,Expert
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1323.0,1,25.7905325443787,normal diet,Expert
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,4+ years|,925.0,1,18.746666666666666,normal diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1275.0,1,26.95945945945946,strict diet,Professional
30.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1035.0,1,24.683792898234476,no diet,Expert
29.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1400.0,1,28.5885736956953,normal diet,Expert
37.0,Professional sports,Beginner with coach,Single workout per day,4+ years|,1210.0,1,27.259183673469387,strict diet,Expert
30.0,No or minimal sports,Advanced (Trainer/Courses),Single workout per day,2-4 years|,1290.0,1,27.759714345725687,strict diet,Professional
31.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1335.0,1,27.31674018063432,normal diet,Expert
36.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,960.0,1,21.92470483403876,normal diet,Expert
34.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1270.0,1,27.02142407057341,normal diet,Expert
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1245.0,1,27.3659169550173,normal diet,Professional
25.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1373.0,1,27.3659169550173,normal diet,Professional
22.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1180.0,1,24.00289351851852,normal diet,Expert
44.0,Recreational or educational sports,Beginner without coach,Single workout per day,2-4 years|,1090.0,1,25.087770061728396,normal diet,Professional
26.0,Recreational or educational sports,Advanced (Trainer/Courses),Other,2-4 years|,1525.0,1,27.38486842105263,no diet,Professional
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1465.0,1,34.43265306122449,normal diet,Expert
28.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1505.0,1,29.754956560481176,normal diet,Professional
32.0,Recreational or educational sports,Advanced (Trainer/Courses),Single workout per day,4+ years|,1065.0,1,21.853392144507456,normal diet,Expert
29.0,Professional sports,Advanced (Trainer/Courses),Multiple workouts per day,4+ years|,1575.0,1,26.87022222222222,normal diet,Expert
24.0,Recreational or educational sports,Advanced (Trainer/Courses),Multiple workouts per day,2-4 years|,1120.0,1,22.886998529720646,strict diet,Professional
35.0,No or minimal sports,Beginner without coach,Single workout per day,1-2 years|,1091.0,1,25.085423875432525,no diet,Amateur
